0	0
1	5.43286e-06
2	1.08657e-05
3	1.62986e-05
4	2.17314e-05
5	2.71643e-05
6	3.25971e-05
7	3.803e-05
8	4.34629e-05
9	4.88957e-05
10	5.43286e-05
11	5.97614e-05
12	6.51943e-05
13	7.06271e-05
14	7.606e-05
15	8.14929e-05
16	8.69257e-05
17	9.23586e-05
18	9.77914e-05
19	0.000103224
20	0.000108657
21	0.00011409
22	0.000119523
23	0.000124956
24	0.000130389
25	0.000135821
26	0.000141254
27	0.000146687
28	0.00015212
29	0.000157553
30	0.000162986
31	0.000168419
32	0.000173851
33	0.000179284
34	0.000184717
35	0.00019015
36	0.000195583
37	0.000201016
38	0.000206449
39	0.000211881
40	0.000217314
41	0.000222747
42	0.00022818
43	0.000233613
44	0.000239046
45	0.000244479
46	0.000249911
47	0.000255344
48	0.000260777
49	0.00026621
50	0.000271643
51	0.000277076
52	0.000282509
53	0.000287941
54	0.000293374
55	0.000298807
56	0.00030424
57	0.000309673
58	0.000315106
59	0.000320539
60	0.000325971
61	0.000331404
62	0.000336837
63	0.00034227
64	0.000347703
65	0.000353136
66	0.000358569
67	0.000364001
68	0.000369434
69	0.000374867
70	0.0003803
71	0.000385733
72	0.000391166
73	0.000396599
74	0.000402031
75	0.000407464
76	0.000412897
77	0.00041833
78	0.000423763
79	0.000429196
80	0.000434629
81	0.000440061
82	0.000445494
83	0.000450927
84	0.00045636
85	0.000461793
86	0.000467226
87	0.000472659
88	0.000478091
89	0.000483524
90	0.000488957
91	0.00049439
92	0.000499823
93	0.000505256
94	0.000510689
95	0.000516121
96	0.000521554
97	0.000526987
98	0.00053242
99	0.000537853
0	0
1	5.43286e-06
2	1.08657e-05
3	1.62986e-05
4	2.17314e-05
5	2.71643e-05
6	3.25971e-05
7	3.803e-05
8	4.34629e-05
9	4.88957e-05
10	5.43286e-05
11	5.97614e-05
12	6.51943e-05
13	7.06271e-05
14	7.606e-05
15	8.14929e-05
16	8.69257e-05
17	9.23586e-05
18	9.77914e-05
19	0.000103224
20	0.000108657
21	0.00011409
22	0.000119523
23	0.000124956
24	0.000130389
25	0.000135821
26	0.000141254
27	0.000146687
28	0.00015212
29	0.000157553
30	0.000162986
31	0.000168419
32	0.000173851
33	0.000179284
34	0.000184717
35	0.00019015
36	0.000195583
37	0.000201016
38	0.000206449
39	0.000211881
40	0.000217314
41	0.000222747
42	0.00022818
43	0.000233613
44	0.000239046
45	0.000244479
46	0.000249911
47	0.000255344
48	0.000260777
49	0.00026621
50	0.000271643
51	0.000277076
52	0.000282509
53	0.000287941
54	0.000293374
55	0.000298807
56	0.00030424
57	0.000309673
58	0.000315106
59	0.000320539
60	0.000325971
61	0.000331404
62	0.000336837
63	0.00034227
64	0.000347703
65	0.000353136
66	0.000358569
67	0.000364001
68	0.000369434
69	0.000374867
70	0.0003803
71	0.000385733
72	0.000391166
73	0.000396599
74	0.000402031
75	0.000407464
76	0.000412897
77	0.00041833
78	0.000423763
79	0.000429196
80	0.000434629
81	0.000440061
82	0.000445494
83	0.000450927
84	0.00045636
